	Grid_Score	Grid_vdw	Grid_es	Int_energy
2hoj_LIGrocs_with_names-2dock_mol715	-67.637360	-31.959816	-35.677540	-35.677540
2hoj_LIGrocs_with_names-2dock_mol716	-62.685555	-29.951303	-32.734253	-32.734253
2hoj_LIGrocs_with_names-2dock_mol717	-96.206856	-30.351233	-65.855621	-65.855621
2hoj_LIGrocs_with_names-2dock_mol718	-64.052940	-30.519590	-33.533348	-33.533348
2hoj_LIGrocs_with_names-2dock_mol719	-97.354523	-29.886118	-67.468407	-67.468407
2hoj_LIGrocs_with_names-2dock_mol720	2.913189	-47.238159	50.151348	50.151348
2hoj_LIGrocs_with_names-2dock_mol721	-97.459587	-29.800903	-67.658684	-67.658684
2hoj_LIGrocs_with_names-2dock_mol722	-92.939903	-28.429750	-64.510155	-64.510155
2hoj_LIGrocs_with_names-2dock_mol723	16.399687	-27.923025	44.322712	44.322712
2hoj_LIGrocs_with_names-2dock_mol724	-65.338058	-34.065914	-31.272144	-31.272144
2hoj_LIGrocs_with_names-2dock_mol725	-64.691818	-35.165852	-29.525967	-29.525967
2hoj_LIGrocs_with_names-2dock_mol726	-10.413296	-34.207134	23.793839	23.793839
2hoj_LIGrocs_with_names-2dock_mol727	-71.860039	-38.758274	-33.101765	-33.101765
2hoj_LIGrocs_with_names-2dock_mol728	-40.816441	-32.468239	-8.348201	-8.348201
2hoj_LIGrocs_with_names-2dock_mol729	-66.574379	-32.864487	-33.709892	-33.709892
2hoj_LIGrocs_with_names-2dock_mol730	-14.504824	-39.426998	24.922174	24.922174
2hoj_LIGrocs_with_names-2dock_mol731	-95.772919	-31.510735	-64.262184	-64.262184
2hoj_LIGrocs_with_names-2dock_mol732	-97.107712	-32.920551	-64.187157	-64.187157
2hoj_LIGrocs_with_names-2dock_mol733	13.136448	-32.318245	45.454693	45.454693
2hoj_LIGrocs_with_names-2dock_mol734	-64.877098	-29.853012	-35.024086	-35.024086
2hoj_LIGrocs_with_names-2dock_mol735	-12.454311	-38.828918	26.374607	26.374607
2hoj_LIGrocs_with_names-2dock_mol736	-65.585861	-30.979250	-34.606613	-34.606613
2hoj_LIGrocs_with_names-2dock_mol737	-67.568893	-34.947365	-32.621532	-32.621532
2hoj_LIGrocs_with_names-2dock_mol738	-63.240326	-34.460068	-28.780260	-28.780260
2hoj_LIGrocs_with_names-2dock_mol739	-67.700890	-32.109184	-35.591705	-35.591705
2hoj_LIGrocs_with_names-2dock_mol740	-38.890503	-35.350285	-3.540218	-3.540218
2hoj_LIGrocs_with_names-2dock_mol741	-70.020172	-36.104752	-33.915417	-33.915417
2hoj_LIGrocs_with_names-2dock_mol742	-12.031195	-37.924290	25.893095	25.893095
2hoj_LIGrocs_with_names-2dock_mol743	-63.419983	-29.059696	-34.360287	-34.360287
2hoj_LIGrocs_with_names-2dock_mol744	-98.066727	-30.544437	-67.522293	-67.522293
2hoj_LIGrocs_with_names-2dock_mol745	-65.194855	-30.632668	-34.562191	-34.562191
2hoj_LIGrocs_with_names-2dock_mol746	-90.893127	-26.620884	-64.272247	-64.272247
2hoj_LIGrocs_with_names-2dock_mol747	-70.572784	-37.363720	-33.209064	-33.209064
2hoj_LIGrocs_with_names-2dock_mol748	-66.516045	-36.458488	-30.057556	-30.057556
2hoj_LIGrocs_with_names-2dock_mol749	-8.710770	-31.304844	22.594074	22.594074
2hoj_LIGrocs_with_names-2dock_mol750	-68.833145	-25.392178	-43.440968	-43.440968
2hoj_LIGrocs_with_names-2dock_mol751	-66.560013	-26.166210	-40.393806	-40.393806
2hoj_LIGrocs_with_names-2dock_mol752	-64.303406	-25.878309	-38.425098	-38.425098
2hoj_LIGrocs_with_names-2dock_mol753	-94.914925	-31.092186	-63.822739	-63.822739
2hoj_LIGrocs_with_names-2dock_mol754	-66.413322	-31.648199	-34.765125	-34.765125
2hoj_LIGrocs_with_names-2dock_mol755	-12.765839	-36.824814	24.058975	24.058975
2hoj_LIGrocs_with_names-2dock_mol756	-42.080421	-39.594616	-2.485807	-2.485807
2hoj_LIGrocs_with_names-2dock_mol757	-72.851761	-37.354523	-35.497238	-35.497238
2hoj_LIGrocs_with_names-2dock_mol758	6.154984	-38.970074	45.125057	45.125057
2hoj_LIGrocs_with_names-2dock_mol759	-65.965149	-32.840031	-33.125122	-33.125122
2hoj_LIGrocs_with_names-2dock_mol760	-94.611511	-30.109205	-64.502304	-64.502304
2hoj_LIGrocs_with_names-2dock_mol761	-94.803909	-34.888416	-59.915497	-59.915497
2hoj_LIGrocs_with_names-2dock_mol762	3.475548	-31.618206	35.093754	35.093754
2hoj_LIGrocs_with_names-2dock_mol763	-70.884361	-35.381287	-35.503075	-35.503075
2hoj_LIGrocs_with_names-2dock_mol764	-63.313705	-30.241913	-33.071793	-33.071793
2hoj_LIGrocs_with_names-2dock_mol765	-94.348671	-28.610411	-65.738258	-65.738258
2hoj_LIGrocs_with_names-2dock_mol766	-20.228348	-50.573257	30.344910	30.344910
2hoj_LIGrocs_with_names-2dock_mol767	-95.223999	-30.660919	-64.563080	-64.563080
2hoj_LIGrocs_with_names-2dock_mol768	-67.144730	-32.675442	-34.469284	-34.469284
2hoj_LIGrocs_with_names-2dock_mol769	-97.189667	-36.075886	-61.113781	-61.113781
2hoj_LIGrocs_with_names-2dock_mol770	-39.340118	-30.257292	-9.082827	-9.082827
2hoj_LIGrocs_with_names-2dock_mol771	2.732197	-25.459412	28.191608	28.191608
2hoj_LIGrocs_with_names-2dock_mol772	11.309246	-33.087109	44.396355	44.396355
2hoj_LIGrocs_with_names-2dock_mol773	-69.994736	-31.836151	-38.158581	-38.158581
2hoj_LIGrocs_with_names-2dock_mol774	14.863491	-35.621571	50.485062	50.485062
2hoj_LIGrocs_with_names-2dock_mol775	-99.043213	-36.784737	-62.258476	-62.258476
2hoj_LIGrocs_with_names-2dock_mol776	13.382591	-33.938824	47.321415	47.321415
2hoj_LIGrocs_with_names-2dock_mol777	-97.070297	-31.258478	-65.811821	-65.811821
2hoj_LIGrocs_with_names-2dock_mol778	6.639977	-34.167076	40.807053	40.807053
2hoj_LIGrocs_with_names-2dock_mol779	-66.158966	-33.297432	-32.861538	-32.861538
2hoj_LIGrocs_with_names-2dock_mol780	-24.438883	-40.651005	16.212122	16.212122
2hoj_LIGrocs_with_names-2dock_mol781	12.531788	-34.998241	47.530029	47.530029
2hoj_LIGrocs_with_names-2dock_mol782	-65.337151	-30.900358	-34.436790	-34.436790
2hoj_LIGrocs_with_names-2dock_mol783	-67.162544	-31.945028	-35.217518	-35.217518
2hoj_LIGrocs_with_names-2dock_mol784	-43.280666	-35.299393	-7.981275	-7.981275
2hoj_LIGrocs_with_names-2dock_mol785	-41.373562	-34.261307	-7.112254	-7.112254
2hoj_LIGrocs_with_names-2dock_mol786	13.707638	-34.535973	48.243610	48.243610
2hoj_LIGrocs_with_names-2dock_mol787	-0.067188	-50.715626	50.648438	50.648438
2hoj_LIGrocs_with_names-2dock_mol788	-66.000946	-29.129700	-36.871250	-36.871250
2hoj_LIGrocs_with_names-2dock_mol789	-30.862623	-50.894173	20.031549	20.031549
2hoj_LIGrocs_with_names-2dock_mol790	13.357605	-34.173019	47.530624	47.530624
2hoj_LIGrocs_with_names-2dock_mol791	-43.266384	-34.768360	-8.498024	-8.498024
2hoj_LIGrocs_with_names-2dock_mol792	-64.818275	-29.271690	-35.546585	-35.546585
2hoj_LIGrocs_with_names-2dock_mol793	-94.594849	-33.548531	-61.046318	-61.046318
2hoj_LIGrocs_with_names-2dock_mol794	-13.141056	-37.172787	24.031731	24.031731
2hoj_LIGrocs_with_names-2dock_mol795	-40.853985	-40.274780	-0.579205	-0.579205
2hoj_LIGrocs_with_names-2dock_mol796	-64.276260	-30.392298	-33.883961	-33.883961
2hoj_LIGrocs_with_names-2dock_mol797	-66.712494	-30.954815	-35.757675	-35.757675
2hoj_LIGrocs_with_names-2dock_mol798	8.460159	-41.957848	50.418007	50.418007
2hoj_LIGrocs_with_names-2dock_mol799	-94.786514	-28.667637	-66.118874	-66.118874
2hoj_LIGrocs_with_names-2dock_mol800	-65.370407	-35.169033	-30.201370	-30.201370
2hoj_LIGrocs_with_names-2dock_mol801	-62.940636	-32.958965	-29.981668	-29.981668
2hoj_LIGrocs_with_names-2dock_mol802	-65.135101	-29.810896	-35.324207	-35.324207
2hoj_LIGrocs_with_names-2dock_mol803	-12.203449	-34.142559	21.939110	21.939110
2hoj_LIGrocs_with_names-2dock_mol804	-13.647980	-37.916790	24.268810	24.268810
2hoj_LIGrocs_with_names-2dock_mol805	-69.467995	-33.760891	-35.707104	-35.707104
2hoj_LIGrocs_with_names-2dock_mol806	10.543095	-43.614685	54.157780	54.157780
2hoj_LIGrocs_with_names-2dock_mol807	-36.736374	-34.836975	-1.899399	-1.899399
2hoj_LIGrocs_with_names-2dock_mol808	-60.074558	-29.419109	-30.655449	-30.655449
2hoj_LIGrocs_with_names-2dock_mol809	-66.698166	-32.725101	-33.973064	-33.973064
2hoj_LIGrocs_with_names-2dock_mol810	-63.803574	-26.956043	-36.847530	-36.847530
2hoj_LIGrocs_with_names-2dock_mol811	-62.628288	-28.619991	-34.008297	-34.008297
2hoj_LIGrocs_with_names-2dock_mol812	-42.886223	-40.820259	-2.065962	-2.065962
2hoj_LIGrocs_with_names-2dock_mol813	-66.393158	-34.220009	-32.173149	-32.173149
2hoj_LIGrocs_with_names-2dock_mol814	-92.552597	-24.292276	-68.260323	-68.260323
2hoj_LIGrocs_with_names-2dock_mol815	-68.007751	-32.039196	-35.968552	-35.968552
2hoj_LIGrocs_with_names-2dock_mol816	-65.621658	-31.804882	-33.816772	-33.816772
2hoj_LIGrocs_with_names-2dock_mol817	-98.981956	-35.883301	-63.098656	-63.098656
2hoj_LIGrocs_with_names-2dock_mol818	-65.210236	-32.384544	-32.825691	-32.825691
2hoj_LIGrocs_with_names-2dock_mol819	-12.846008	-29.226061	16.380053	16.380053
2hoj_LIGrocs_with_names-2dock_mol820	-66.084702	-32.377350	-33.707352	-33.707352
2hoj_LIGrocs_with_names-2dock_mol821	-11.927504	-31.798658	19.871155	19.871155
2hoj_LIGrocs_with_names-2dock_mol822	-42.182495	-35.357277	-6.825216	-6.825216
2hoj_LIGrocs_with_names-2dock_mol823	-20.014961	-38.904953	18.889992	18.889992
2hoj_LIGrocs_with_names-2dock_mol824	31.169497	-1.244329	32.413826	32.413826
2hoj_LIGrocs_with_names-2dock_mol825	-95.720764	-27.583738	-68.137024	-68.137024
2hoj_LIGrocs_with_names-2dock_mol826	-65.346779	-32.058735	-33.288044	-33.288044
2hoj_LIGrocs_with_names-2dock_mol827	-65.367867	-27.160048	-38.207821	-38.207821
2hoj_LIGrocs_with_names-2dock_mol828	-11.094078	-32.536694	21.442616	21.442616
2hoj_LIGrocs_with_names-2dock_mol829	-62.904160	-30.580381	-32.323780	-32.323780
2hoj_LIGrocs_with_names-2dock_mol830	-22.626171	-40.973080	18.346909	18.346909
2hoj_LIGrocs_with_names-2dock_mol831	-96.031555	-34.402988	-61.628563	-61.628563
2hoj_LIGrocs_with_names-2dock_mol832	-65.721024	-31.690063	-34.030960	-34.030960
2hoj_LIGrocs_with_names-2dock_mol833	-63.784527	-30.982410	-32.802116	-32.802116
2hoj_LIGrocs_with_names-2dock_mol834	-94.574432	-30.050798	-64.523636	-64.523636
2hoj_LIGrocs_with_names-2dock_mol835	-66.445099	-32.131367	-34.313728	-34.313728
2hoj_LIGrocs_with_names-2dock_mol836	-68.171707	-35.155769	-33.015934	-33.015934
2hoj_LIGrocs_with_names-2dock_mol837	-68.532791	-32.171951	-36.360844	-36.360844
2hoj_LIGrocs_with_names-2dock_mol838	-28.390240	-27.114935	-1.275304	-1.275304
2hoj_LIGrocs_with_names-2dock_mol839	-11.001686	-33.928646	22.926960	22.926960
2hoj_LIGrocs_with_names-2dock_mol840	-13.210922	-33.673374	20.462452	20.462452
2hoj_LIGrocs_with_names-2dock_mol841	-20.729866	-43.624088	22.894222	22.894222
2hoj_LIGrocs_with_names-2dock_mol842	-68.496719	-32.869186	-35.627529	-35.627529
2hoj_LIGrocs_with_names-2dock_mol843	-93.411819	-25.183590	-68.228226	-68.228226
2hoj_LIGrocs_with_names-2dock_mol844	-63.868294	-27.904408	-35.963886	-35.963886
2hoj_LIGrocs_with_names-2dock_mol845	-9.616184	-34.262745	24.646561	24.646561
2hoj_LIGrocs_with_names-2dock_mol846	3.204159	-46.840027	50.044186	50.044186
2hoj_LIGrocs_with_names-2dock_mol847	-12.951004	-35.856209	22.905205	22.905205
2hoj_LIGrocs_with_names-2dock_mol848	-62.092281	-30.224754	-31.867527	-31.867527
2hoj_LIGrocs_with_names-2dock_mol849	-97.254517	-32.933372	-64.321144	-64.321144
2hoj_LIGrocs_with_names-2dock_mol850	-65.994247	-33.755054	-32.239193	-32.239193
2hoj_LIGrocs_with_names-2dock_mol851	-63.735588	-32.141579	-31.594011	-31.594011
2hoj_LIGrocs_with_names-2dock_mol852	-68.751938	-36.520317	-32.231621	-32.231621
2hoj_LIGrocs_with_names-2dock_mol853	-93.201927	-32.902763	-60.299164	-60.299164
2hoj_LIGrocs_with_names-2dock_mol854	-68.585876	-32.791336	-35.794537	-35.794537
2hoj_LIGrocs_with_names-2dock_mol855	-65.958862	-33.114647	-32.844212	-32.844212
2hoj_LIGrocs_with_names-2dock_mol856	-41.310394	-38.089310	-3.221086	-3.221086
2hoj_LIGrocs_with_names-2dock_mol857	-64.343102	-33.145241	-31.197859	-31.197859
2hoj_LIGrocs_with_names-2dock_mol858	10.068192	-37.776314	47.844505	47.844505
2hoj_LIGrocs_with_names-2dock_mol859	3.640766	-42.941875	46.582642	46.582642
2hoj_LIGrocs_with_names-2dock_mol860	-93.736847	-30.757122	-62.979729	-62.979729
2hoj_LIGrocs_with_names-2dock_mol861	-20.990700	-38.511757	17.521057	17.521057
2hoj_LIGrocs_with_names-2dock_mol862	-63.972176	-29.889244	-34.082932	-34.082932
2hoj_LIGrocs_with_names-2dock_mol863	-43.996490	-43.015038	-0.981452	-0.981452
2hoj_LIGrocs_with_names-2dock_mol864	-66.404366	-33.570606	-32.833759	-32.833759
2hoj_LIGrocs_with_names-2dock_mol865	-65.003838	-29.510580	-35.493259	-35.493259
2hoj_LIGrocs_with_names-2dock_mol866	-98.482063	-31.679138	-66.802925	-66.802925
2hoj_LIGrocs_with_names-2dock_mol867	-66.312164	-33.544518	-32.767647	-32.767647
2hoj_LIGrocs_with_names-2dock_mol868	-61.120571	-32.534649	-28.585922	-28.585922
2hoj_LIGrocs_with_names-2dock_mol869	-70.389687	-34.343079	-36.046608	-36.046608
2hoj_LIGrocs_with_names-2dock_mol870	-68.564575	-33.574291	-34.990288	-34.990288
2hoj_LIGrocs_with_names-2dock_mol871	-64.502052	-31.437090	-33.064960	-33.064960
2hoj_LIGrocs_with_names-2dock_mol872	-21.894573	-34.001801	12.107226	12.107226
2hoj_LIGrocs_with_names-2dock_mol873	-14.192905	-39.288902	25.095997	25.095997
2hoj_LIGrocs_with_names-2dock_mol874	-66.672272	-33.963039	-32.709232	-32.709232
2hoj_LIGrocs_with_names-2dock_mol875	-62.469494	-30.528776	-31.940718	-31.940718
2hoj_LIGrocs_with_names-2dock_mol876	-65.396797	-31.618902	-33.777897	-33.777897
2hoj_LIGrocs_with_names-2dock_mol877	-14.702023	-35.183483	20.481461	20.481461
2hoj_LIGrocs_with_names-2dock_mol878	-13.422993	-39.425873	26.002880	26.002880
2hoj_LIGrocs_with_names-2dock_mol879	-96.298042	-31.962965	-64.335075	-64.335075
2hoj_LIGrocs_with_names-2dock_mol880	-12.109055	-36.148949	24.039894	24.039894
2hoj_LIGrocs_with_names-2dock_mol881	-94.217018	-31.121069	-63.095947	-63.095947
2hoj_LIGrocs_with_names-2dock_mol882	-94.156219	-32.402306	-61.753918	-61.753918
2hoj_LIGrocs_with_names-2dock_mol883	10.907372	-32.934952	43.842323	43.842323
2hoj_LIGrocs_with_names-2dock_mol884	-18.583467	-43.578442	24.994974	24.994974
2hoj_LIGrocs_with_names-2dock_mol885	-97.130386	-29.420805	-67.709579	-67.709579
2hoj_LIGrocs_with_names-2dock_mol886	7.051342	-40.202572	47.253914	47.253914
2hoj_LIGrocs_with_names-2dock_mol887	-16.095226	-39.850502	23.755276	23.755276
2hoj_LIGrocs_with_names-2dock_mol888	-17.936728	-31.016418	13.079691	13.079691
2hoj_LIGrocs_with_names-2dock_mol889	-64.948914	-30.472099	-34.476818	-34.476818
2hoj_LIGrocs_with_names-2dock_mol890	-100.618065	-35.648643	-64.969421	-64.969421
2hoj_LIGrocs_with_names-2dock_mol891	-65.551025	-29.756811	-35.794212	-35.794212
2hoj_LIGrocs_with_names-2dock_mol892	-14.461117	-37.298962	22.837845	22.837845
2hoj_LIGrocs_with_names-2dock_mol893	-46.896065	-38.984917	-7.911147	-7.911147
2hoj_LIGrocs_with_names-2dock_mol894	-92.898987	-29.796947	-63.102039	-63.102039
2hoj_LIGrocs_with_names-2dock_mol895	-13.964272	-37.656380	23.692108	23.692108
2hoj_LIGrocs_with_names-2dock_mol896	-96.531326	-35.995922	-60.535408	-60.535408
2hoj_LIGrocs_with_names-2dock_mol897	6.497700	-50.092064	56.589764	56.589764
2hoj_LIGrocs_with_names-2dock_mol898	-35.444683	-33.762085	-1.682599	-1.682599
2hoj_LIGrocs_with_names-2dock_mol899	-18.176340	-43.497334	25.320993	25.320993
2hoj_LIGrocs_with_names-2dock_mol900	-63.379055	-28.063477	-35.315578	-35.315578
2hoj_LIGrocs_with_names-2dock_mol901	-68.860023	-36.516525	-32.343498	-32.343498
2hoj_LIGrocs_with_names-2dock_mol902	-66.841751	-27.147852	-39.693901	-39.693901
2hoj_LIGrocs_with_names-2dock_mol903	-70.313683	-30.666019	-39.647663	-39.647663
2hoj_LIGrocs_with_names-2dock_mol904	-23.198486	-35.289242	12.090755	12.090755
2hoj_LIGrocs_with_names-2dock_mol905	-63.902462	-28.185444	-35.717018	-35.717018
2hoj_LIGrocs_with_names-2dock_mol906	-95.239471	-33.151917	-62.087555	-62.087555
2hoj_LIGrocs_with_names-2dock_mol907	-63.575844	-30.943949	-32.631897	-32.631897
2hoj_LIGrocs_with_names-2dock_mol908	-96.517090	-36.228672	-60.288418	-60.288418
2hoj_LIGrocs_with_names-2dock_mol909	-62.052071	-27.096550	-34.955521	-34.955521
2hoj_LIGrocs_with_names-2dock_mol910	-101.941360	-33.285728	-68.655632	-68.655632
2hoj_LIGrocs_with_names-2dock_mol911	-99.723251	-30.130638	-69.592613	-69.592613
2hoj_LIGrocs_with_names-2dock_mol912	3.257496	-40.215237	43.472733	43.472733
2hoj_LIGrocs_with_names-2dock_mol913	-96.074341	-34.718639	-61.355698	-61.355698
2hoj_LIGrocs_with_names-2dock_mol914	-61.212112	-30.950815	-30.261297	-30.261297
2hoj_LIGrocs_with_names-2dock_mol915	-64.802544	-28.802109	-36.000435	-36.000435
2hoj_LIGrocs_with_names-2dock_mol916	-63.041706	-26.103256	-36.938450	-36.938450
2hoj_LIGrocs_with_names-2dock_mol917	-97.874245	-32.268005	-65.606239	-65.606239
2hoj_LIGrocs_with_names-2dock_mol918	-105.948524	-43.336208	-62.612316	-62.612316
2hoj_LIGrocs_with_names-2dock_mol919	-93.606026	-25.298197	-68.307831	-68.307831
2hoj_LIGrocs_with_names-2dock_mol920	-59.991783	-29.183430	-30.808353	-30.808353
2hoj_LIGrocs_with_names-2dock_mol921	-10.555502	-26.944815	16.389313	16.389313
2hoj_LIGrocs_with_names-2dock_mol922	-94.861877	-31.139187	-63.722694	-63.722694
2hoj_LIGrocs_with_names-2dock_mol923	-62.508331	-30.902603	-31.605728	-31.605728
2hoj_LIGrocs_with_names-2dock_mol924	-62.102688	-27.786007	-34.316681	-34.316681
2hoj_LIGrocs_with_names-2dock_mol925	-65.167191	-25.688528	-39.478661	-39.478661
2hoj_LIGrocs_with_names-2dock_mol926	-14.993313	-37.397415	22.404102	22.404102
2hoj_LIGrocs_with_names-2dock_mol927	-13.289877	-34.482925	21.193048	21.193048
2hoj_LIGrocs_with_names-2dock_mol928	-64.010391	-30.114161	-33.896229	-33.896229
2hoj_LIGrocs_with_names-2dock_mol929	-67.582932	-33.656227	-33.926704	-33.926704
2hoj_LIGrocs_with_names-2dock_mol930	-11.402224	-29.852503	18.450279	18.450279
2hoj_LIGrocs_with_names-2dock_mol931	-65.286087	-28.576370	-36.709721	-36.709721
2hoj_LIGrocs_with_names-2dock_mol932	-65.951752	-33.229347	-32.722404	-32.722404
2hoj_LIGrocs_with_names-2dock_mol933	-66.380585	-32.106876	-34.273712	-34.273712
2hoj_LIGrocs_with_names-2dock_mol934	-70.509590	-30.850111	-39.659477	-39.659477
2hoj_LIGrocs_with_names-2dock_mol935	-103.213715	-38.798466	-64.415253	-64.415253
2hoj_LIGrocs_with_names-2dock_mol936	-8.771107	-48.532227	39.761120	39.761120
2hoj_LIGrocs_with_names-2dock_mol937	-63.124390	-23.206869	-39.917519	-39.917519
2hoj_LIGrocs_with_names-2dock_mol938	-101.549377	-36.097530	-65.451843	-65.451843
2hoj_LIGrocs_with_names-2dock_mol939	-67.482094	-35.286976	-32.195118	-32.195118
2hoj_LIGrocs_with_names-2dock_mol940	-7.519188	-34.017323	26.498135	26.498135
2hoj_LIGrocs_with_names-2dock_mol941	-68.772392	-29.500666	-39.271729	-39.271729
2hoj_LIGrocs_with_names-2dock_mol942	5.666691	-35.825657	41.492348	41.492348
2hoj_LIGrocs_with_names-2dock_mol943	-61.664276	-29.926264	-31.738012	-31.738012
2hoj_LIGrocs_with_names-2dock_mol944	-97.667549	-31.300402	-66.367149	-66.367149
2hoj_LIGrocs_with_names-2dock_mol945	-68.127228	-31.196627	-36.930603	-36.930603
2hoj_LIGrocs_with_names-2dock_mol946	-72.827377	-37.827568	-34.999809	-34.999809
2hoj_LIGrocs_with_names-2dock_mol947	-41.044250	-36.598446	-4.445805	-4.445805
2hoj_LIGrocs_with_names-2dock_mol948	-62.425491	-29.553232	-32.872261	-32.872261
2hoj_LIGrocs_with_names-2dock_mol949	-64.304306	-29.476021	-34.828281	-34.828281
2hoj_LIGrocs_with_names-2dock_mol950	-67.810104	-35.375156	-32.434944	-32.434944
2hoj_LIGrocs_with_names-2dock_mol951	22.305019	-14.182679	36.487698	36.487698
2hoj_LIGrocs_with_names-2dock_mol952	-12.881384	-35.919807	23.038424	23.038424
2hoj_LIGrocs_with_names-2dock_mol953	-96.293228	-36.487236	-59.805988	-59.805988
2hoj_LIGrocs_with_names-2dock_mol954	-0.710800	-48.813904	48.103104	48.103104
2hoj_LIGrocs_with_names-2dock_mol955	-97.639389	-32.505913	-65.133476	-65.133476
2hoj_LIGrocs_with_names-2dock_mol956	-93.851707	-29.509895	-64.341812	-64.341812
2hoj_LIGrocs_with_names-2dock_mol957	3.953190	-44.130375	48.083565	48.083565
2hoj_LIGrocs_with_names-2dock_mol958	-39.127926	-36.834396	-2.293529	-2.293529
2hoj_LIGrocs_with_names-2dock_mol959	-67.057411	-37.336308	-29.721104	-29.721104
2hoj_LIGrocs_with_names-2dock_mol960	-66.178856	-28.923998	-37.254856	-37.254856
2hoj_LIGrocs_with_names-2dock_mol961	-64.824844	-30.439117	-34.385731	-34.385731
2hoj_LIGrocs_with_names-2dock_mol962	-98.071457	-36.834606	-61.236847	-61.236847
2hoj_LIGrocs_with_names-2dock_mol963	-45.591888	-31.071701	-14.520188	-14.520188
2hoj_LIGrocs_with_names-2dock_mol964	-44.865147	-31.374960	-13.490188	-13.490188
2hoj_LIGrocs_with_names-2dock_mol965	-71.124550	-32.051777	-39.072773	-39.072773
2hoj_LIGrocs_with_names-2dock_mol966	-66.654335	-28.099541	-38.554794	-38.554794
2hoj_LIGrocs_with_names-2dock_mol967	-99.764671	-33.231239	-66.533432	-66.533432
2hoj_LIGrocs_with_names-2dock_mol968	-26.341488	-49.480957	23.139469	23.139469
2hoj_LIGrocs_with_names-2dock_mol969	-97.306396	-36.399918	-60.906475	-60.906475
2hoj_LIGrocs_with_names-2dock_mol970	-41.078842	-29.597172	-11.481671	-11.481671
2hoj_LIGrocs_with_names-2dock_mol971	-64.192459	-21.983782	-42.208675	-42.208675
2hoj_LIGrocs_with_names-2dock_mol972	-64.381378	-31.245501	-33.135876	-33.135876
2hoj_LIGrocs_with_names-2dock_mol973	-13.964552	-38.643589	24.679037	24.679037
2hoj_LIGrocs_with_names-2dock_mol974	-63.986847	-33.840027	-30.146822	-30.146822
2hoj_LIGrocs_with_names-2dock_mol975	-68.466370	-29.599060	-38.867306	-38.867306
2hoj_LIGrocs_with_names-2dock_mol976	-61.951332	-29.099976	-32.851357	-32.851357
2hoj_LIGrocs_with_names-2dock_mol977	-24.907358	-42.931828	18.024469	18.024469
2hoj_LIGrocs_with_names-2dock_mol978	-66.892776	-33.384068	-33.508713	-33.508713
2hoj_LIGrocs_with_names-2dock_mol979	-11.731958	-29.758402	18.026443	18.026443
2hoj_LIGrocs_with_names-2dock_mol980	11.248604	-42.799610	54.048214	54.048214
2hoj_LIGrocs_with_names-2dock_mol981	-62.207863	-28.907469	-33.300392	-33.300392
2hoj_LIGrocs_with_names-2dock_mol982	-61.568638	-28.229198	-33.339439	-33.339439
2hoj_LIGrocs_with_names-2dock_mol983	-45.581295	-33.351154	-12.230141	-12.230141
2hoj_LIGrocs_with_names-2dock_mol984	-45.451359	-32.812122	-12.639235	-12.639235
2hoj_LIGrocs_with_names-2dock_mol985	-92.684555	-28.080330	-64.604225	-64.604225
2hoj_LIGrocs_with_names-2dock_mol986	-67.295532	-32.492657	-34.802872	-34.802872
2hoj_LIGrocs_with_names-2dock_mol987	-64.685898	-28.643246	-36.042648	-36.042648
2hoj_LIGrocs_with_names-2dock_mol988	-66.455017	-35.009064	-31.445953	-31.445953
2hoj_LIGrocs_with_names-2dock_mol989	-94.428879	-28.924868	-65.504013	-65.504013
2hoj_LIGrocs_with_names-2dock_mol990	-14.175529	-35.972458	21.796928	21.796928
2hoj_LIGrocs_with_names-2dock_mol991	12.870001	-10.034134	22.904135	22.904135
2hoj_LIGrocs_with_names-2dock_mol992	-61.755100	-30.330536	-31.424564	-31.424564
2hoj_LIGrocs_with_names-2dock_mol993	-93.835663	-34.496788	-59.338871	-59.338871
2hoj_LIGrocs_with_names-2dock_mol994	-13.034224	-38.102558	25.068335	25.068335
2hoj_LIGrocs_with_names-2dock_mol995	-65.482498	-30.008608	-35.473888	-35.473888
2hoj_LIGrocs_with_names-2dock_mol996	-44.015232	-43.443146	-0.572085	-0.572085
2hoj_LIGrocs_with_names-2dock_mol997	-65.479126	-36.067726	-29.411402	-29.411402
2hoj_LIGrocs_with_names-2dock_mol998	-66.520210	-33.138435	-33.381775	-33.381775
2hoj_LIGrocs_with_names-2dock_mol999	-43.225460	-35.185783	-8.039678	-8.039678
2hoj_LIGrocs_with_names-2dock_mol1000	-46.563808	-45.659843	-0.903966	-0.903966
2hoj_LIGrocs_with_names-2dock_mol1001	-68.904282	-34.046482	-34.857803	-34.857803
2hoj_LIGrocs_with_names-2dock_mol1002	-42.705116	-35.882679	-6.822437	-6.822437
2hoj_LIGrocs_with_names-2dock_mol1003	-72.272308	-34.689083	-37.583229	-37.583229
2hoj_LIGrocs_with_names-2dock_mol1004	-67.760315	-32.270405	-35.489906	-35.489906
2hoj_LIGrocs_with_names-2dock_mol1005	-97.183258	-34.020718	-63.162537	-63.162537
2hoj_LIGrocs_with_names-2dock_mol1006	-61.393517	-27.849653	-33.543861	-33.543861
2hoj_LIGrocs_with_names-2dock_mol1007	-103.003906	-37.815773	-65.188133	-65.188133
2hoj_LIGrocs_with_names-2dock_mol1008	-46.051682	-32.878105	-13.173578	-13.173578
